Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
GILT,Gilat Satellite Networks Ltd,Information Technology,Communications & Networking,0.22,0.27,0.27,0.31,0.27,0.27,0.22,0.28,0.25,0.08,0.07,0.08,0.09,0.09,0.08,0.19,0.25,0.14,0.10,0.26,0.29,0.18,0.12,0.15,0.08,0.29,0.19,0.07,0.00,0.31,0.07,0.20,-0.13,0.02,-0.18,0.23,0.23,0.24,0.14,0.00,0.01,-0.03,0.31,0.05,0.15,0.26,0.21,0.26,0.11,0.17,0.16,0.24,0.22,0.30,0.17,0.27,0.13,0.17,0.29,0.22,0.18,0.25,-0.09,0.21,0.28,0.21,0.07,0.18,0.12,0.33,0.24,0.19,0.28,0.27,0.17,0.26,0.16,0.20,0.14,0.23,0.06,0.16,0.27,0.17,0.13,0.07,-0.04,0.06,0.23,0.23,0.27,0.10,0.19,0.20,-0.09,0.22,-0.08,0.21,0.10,0.11,0.09,0.31,0.29,0.18,0.19,0.25,0.32,0.30,0.25,0.26,0.29,0.21,0.27,0.28,0.27,0.14,0.22,0.15,0.30,0.23,0.21,0.24,0.30,0.27,0.28,0.28,0.33,0.27,0.21,0.14,0.16,0.30,0.29,0.30,0.19,0.28,0.27,0.21,0.27,0.29,0.12,0.18,0.28,0.26,0.25,0.19,0.25,0.27,0.27,0.28,0.09,0.24,0.21,0.27,0.22,0.27,0.23,0.30,0.25,0.27,0.09,0.28,0.21,0.24,0.13,0.28,0.17,0.18,0.30,0.19,0.34,0.25,0.30,0.20,0.25,0.17,0.23,0.24,0.27,0.31,0.24,0.11,0.23,0.25,0.17,0.23,0.31
GNSS,Genasys Inc,Information Technology,Communications & Networking,0.16,0.15,0.14,0.16,0.16,0.16,0.14,0.16,0.16,-0.06,-0.12,-0.06,-0.10,-0.09,-0.06,0.15,0.14,0.01,-0.05,0.13,0.15,-0.01,-0.10,0.05,0.09,0.11,0.06,0.07,0.01,0.12,-0.01,0.17,-0.10,-0.10,-0.06,0.16,0.14,0.14,-0.01,0.08,0.12,0.08,0.20,-0.12,0.08,0.17,0.12,0.09,0.16,0.14,0.00,0.17,0.13,0.14,0.17,0.17,0.11,0.04,0.15,0.15,0.14,0.15,-0.01,0.11,0.15,0.17,0.10,0.14,0.11,0.16,0.13,0.13,0.14,0.16,0.08,0.13,0.14,0.16,0.11,0.13,-0.05,0.05,0.14,0.09,0.04,0.03,0.03,0.05,0.10,0.13,0.18,0.00,0.15,0.13,0.00,0.05,0.02,0.12,0.00,0.12,0.03,0.15,0.16,0.12,0.05,0.16,0.13,0.17,0.17,0.11,0.13,0.10,0.16,0.12,0.16,0.11,0.15,0.07,0.13,0.17,0.12,0.14,0.15,0.13,0.27,0.18,0.14,0.19,0.08,0.14,0.15,0.10,0.11,0.10,0.06,0.15,0.15,0.10,0.16,0.15,0.13,0.08,0.16,0.11,0.10,0.01,0.22,0.12,0.17,0.13,0.08,0.18,0.17,0.16,0.10,0.15,0.14,0.13,0.07,0.15,0.12,0.14,0.06,0.12,0.04,0.18,0.02,0.11,0.20,0.11,0.14,0.14,0.13,0.09,0.09,0.16,0.14,0.12,0.15,0.17,0.14,0.03,0.13,0.07,0.09,0.00,0.16
ITI,Iteris Inc,Information Technology,Communications & Networking,0.26,0.38,0.48,0.48,0.36,0.43,0.41,0.44,0.28,0.24,0.18,0.23,0.22,0.23,0.23,0.28,0.42,0.25,0.24,0.45,0.44,0.32,0.27,0.23,0.13,0.38,0.25,0.16,0.06,0.44,0.13,0.40,-0.21,-0.07,-0.20,0.41,0.34,0.30,0.11,0.03,0.03,0.00,0.35,-0.09,0.11,0.35,0.43,0.33,0.21,0.25,0.31,0.32,0.33,0.39,0.31,0.35,0.17,0.17,0.36,0.35,0.16,0.32,0.01,0.38,0.21,0.30,0.17,0.37,0.34,0.32,0.36,0.34,0.47,0.42,0.22,0.45,0.19,0.30,0.22,0.32,0.17,0.20,0.42,0.08,0.12,0.05,0.04,0.10,0.37,0.37,0.38,0.13,0.28,0.40,0.00,0.18,-0.02,0.43,0.22,0.30,0.30,0.40,0.44,0.37,0.24,0.45,0.43,0.48,0.41,0.42,0.43,0.32,0.39,0.37,0.45,0.26,0.42,0.26,0.41,0.33,0.41,0.44,0.46,0.45,0.32,0.44,0.32,0.38,0.34,0.38,0.23,0.40,0.41,0.41,0.23,0.46,0.42,0.23,0.32,0.43,0.34,0.30,0.38,0.36,0.41,0.31,0.35,0.37,0.43,0.39,0.32,0.34,0.36,0.37,0.39,0.41,0.41,0.40,0.36,0.45,0.18,0.34,0.35,0.35,0.21,0.37,0.23,0.24,0.30,0.28,0.39,0.44,0.43,0.36,0.40,0.33,0.40,0.38,0.41,0.30,0.36,0.23,0.46,0.07,0.39,0.23,0.47
ITRN,Ituran Location and Control Ltd,Information Technology,Communications & Networking,0.28,0.34,0.41,0.39,0.34,0.38,0.37,0.36,0.30,0.15,0.07,0.16,0.11,0.12,0.13,0.27,0.31,0.08,0.19,0.35,0.38,0.18,0.17,0.15,0.16,0.27,0.14,0.18,0.05,0.27,-0.02,0.28,-0.11,-0.02,-0.23,0.39,0.34,0.30,0.06,0.08,0.05,0.06,0.23,0.00,0.21,0.31,0.28,0.32,0.27,0.29,0.19,0.27,0.29,0.31,0.36,0.39,0.13,0.21,0.30,0.32,0.08,0.37,-0.03,0.32,0.22,0.32,0.16,0.37,0.30,0.34,0.29,0.37,0.41,0.38,0.17,0.38,0.34,0.34,0.20,0.30,0.12,0.23,0.35,0.12,0.19,0.04,0.05,0.01,0.24,0.35,0.33,0.09,0.27,0.40,0.02,0.16,-0.18,0.28,0.13,0.20,0.23,0.34,0.39,0.32,0.17,0.37,0.32,0.40,0.40,0.30,0.30,0.16,0.31,0.29,0.36,0.35,0.33,0.24,0.29,0.31,0.33,0.37,0.36,0.37,0.36,0.41,0.26,0.37,0.27,0.35,0.14,0.31,0.30,0.27,0.06,0.38,0.42,0.20,0.28,0.43,0.27,0.21,0.33,0.30,0.36,0.22,0.29,0.32,0.35,0.36,0.25,0.24,0.25,0.27,0.30,0.31,0.36,0.33,0.38,0.41,0.14,0.35,0.22,0.31,0.04,0.25,0.15,0.24,0.22,0.28,0.26,0.36,0.32,0.23,0.26,0.38,0.37,0.25,0.35,0.35,0.36,0.27,0.37,0.18,0.24,0.18,0.39
KVHI,KVH Industries Inc,Information Technology,Communications & Networking,0.08,0.19,0.22,0.25,0.15,0.18,0.14,0.20,0.11,0.06,0.07,0.06,0.08,0.07,0.05,0.09,0.19,0.00,0.10,0.17,0.18,0.09,0.06,0.14,-0.03,0.15,0.11,-0.03,-0.02,0.13,-0.20,0.10,-0.04,-0.08,-0.06,0.14,0.12,0.12,0.06,0.04,0.04,0.09,0.15,-0.06,0.12,0.13,0.13,0.19,0.02,0.13,0.12,0.14,0.19,0.17,0.12,0.23,0.15,0.20,0.23,0.18,0.16,0.25,-0.03,0.11,0.16,0.11,0.05,0.11,0.05,0.21,0.22,0.11,0.27,0.15,0.15,0.15,-0.01,0.09,0.04,0.09,0.05,0.06,0.21,0.04,0.01,0.09,0.10,0.09,0.19,0.18,0.17,0.03,0.09,0.11,-0.07,0.00,0.05,0.13,0.05,0.04,0.02,0.28,0.25,0.21,0.15,0.26,0.25,0.23,0.24,0.20,0.27,0.17,0.23,0.11,0.24,0.16,0.26,0.08,0.23,0.17,0.16,0.22,0.21,0.22,0.29,0.15,0.13,0.24,0.17,0.17,0.06,0.26,0.23,0.20,0.16,0.20,0.24,0.11,0.24,0.25,0.21,0.13,0.14,0.21,0.26,0.24,0.32,0.27,0.20,0.23,0.05,0.16,0.21,0.19,0.15,0.26,0.20,0.24,0.24,0.24,-0.06,0.30,0.17,0.22,0.14,0.30,0.16,0.31,0.20,0.24,0.24,0.26,0.24,0.24,0.20,0.15,0.23,0.17,0.25,0.24,0.22,0.12,0.20,0.03,0.20,0.12,0.27
LTRX,Lantronix Inc,Information Technology,Communications & Networking,0.17,0.22,0.18,0.18,0.21,0.23,0.21,0.23,0.20,0.02,0.04,0.02,0.03,0.03,0.03,0.20,0.17,0.07,0.02,0.16,0.15,0.07,0.05,0.10,0.04,0.14,0.20,0.05,0.07,0.12,0.03,0.17,0.00,-0.02,-0.20,0.17,0.14,0.16,0.00,-0.09,0.02,-0.11,0.09,-0.02,0.04,0.14,0.17,0.13,0.15,0.21,0.08,0.12,0.20,0.12,0.16,0.21,0.04,0.10,0.20,0.14,0.23,0.18,0.07,0.17,0.23,0.17,0.15,0.17,0.15,0.22,0.19,0.17,0.16,0.21,0.14,0.15,0.08,0.17,0.13,0.12,0.14,0.09,0.17,0.05,0.04,-0.03,-0.08,0.04,0.11,0.16,0.23,0.01,0.20,0.13,-0.11,0.00,-0.18,0.17,0.15,0.10,0.09,0.15,0.19,0.19,0.14,0.15,0.11,0.19,0.18,0.19,0.16,0.09,0.13,0.10,0.16,0.09,0.12,0.10,0.09,0.17,0.16,0.20,0.19,0.21,0.25,0.21,0.15,0.23,0.22,0.19,0.15,0.21,0.15,0.10,0.08,0.11,0.15,0.13,0.13,0.18,0.17,0.07,0.18,0.12,0.16,0.06,0.11,0.20,0.21,0.16,0.10,0.10,0.18,0.13,0.06,0.15,0.17,0.16,0.15,0.19,0.15,0.15,0.17,0.14,0.07,0.15,0.14,0.12,0.13,0.18,0.09,0.19,0.16,0.08,0.12,0.16,0.17,0.16,0.17,0.21,0.16,0.03,0.18,0.07,0.07,0.07,0.18
NOK,Nokia Oyj,Information Technology,Communications & Networking,0.29,0.45,0.39,0.40,0.40,0.44,0.38,0.45,0.35,0.19,0.22,0.18,0.22,0.21,0.20,0.36,0.43,0.31,0.24,0.37,0.35,0.35,0.25,0.34,0.32,0.41,0.41,0.30,-0.01,0.35,0.12,0.43,-0.02,0.01,-0.29,0.43,0.40,0.44,0.21,-0.06,0.06,-0.10,0.36,0.03,0.27,0.40,0.32,0.36,0.30,0.40,0.35,0.44,0.40,0.30,0.36,0.41,0.27,0.26,0.44,0.35,0.11,0.34,0.06,0.26,0.32,0.29,0.27,0.32,0.22,0.43,0.36,0.33,0.33,0.40,0.37,0.38,0.30,0.34,0.33,0.40,0.10,0.18,0.40,0.27,0.27,0.12,0.04,0.15,0.28,0.25,0.42,0.09,0.36,0.28,0.02,0.07,0.07,0.32,0.18,0.16,0.13,0.44,0.41,0.34,0.30,0.35,0.32,0.38,0.40,0.40,0.38,0.32,0.28,0.32,0.37,0.20,0.28,0.28,0.30,0.38,0.36,0.42,0.42,0.37,0.48,0.36,0.34,0.37,0.31,0.38,0.29,0.40,0.31,0.39,0.28,0.34,0.37,0.26,0.41,0.36,0.28,0.30,0.33,0.33,0.26,0.27,0.29,0.34,0.43,0.36,0.26,0.31,0.26,0.33,0.28,0.38,0.40,0.37,0.30,0.38,0.21,0.41,0.33,0.36,0.28,0.35,0.30,0.31,0.25,0.33,0.27,0.30,0.40,0.31,0.30,0.34,0.38,0.36,0.36,0.34,0.36,0.22,0.35,0.26,0.27,0.30,0.41
ONDS,Ondas Holdings Inc,Information Technology,Communications & Networking,0.23,0.33,0.33,0.32,0.30,0.33,0.29,0.33,0.27,0.11,0.01,0.12,0.09,0.11,0.05,0.24,0.26,0.16,0.13,0.25,0.31,0.15,0.14,0.22,0.20,0.30,0.05,0.25,0.05,0.26,0.07,0.19,0.00,0.03,-0.25,0.28,0.27,0.22,0.00,-0.04,0.03,0.02,0.30,0.05,0.13,0.27,0.25,0.25,0.20,0.26,0.16,0.30,0.29,0.32,0.32,0.29,0.08,0.18,0.29,0.39,0.22,0.40,-0.12,0.26,0.24,0.27,0.17,0.32,0.26,0.32,0.25,0.29,0.27,0.27,0.20,0.28,0.22,0.30,0.28,0.20,0.10,0.23,0.30,0.11,0.11,0.06,0.12,0.02,0.26,0.26,0.31,0.09,0.24,0.23,0.00,0.12,-0.03,0.25,0.16,0.16,0.09,0.37,0.36,0.30,0.20,0.29,0.33,0.31,0.38,0.24,0.30,0.23,0.28,0.22,0.30,0.25,0.23,0.26,0.29,0.34,0.24,0.32,0.28,0.27,0.48,0.22,0.18,0.32,0.29,0.19,0.17,0.34,0.25,0.31,0.19,0.30,0.36,0.16,0.35,0.30,0.27,0.23,0.30,0.28,0.35,0.20,0.25,0.24,0.31,0.29,0.17,0.23,0.17,0.29,0.28,0.34,0.37,0.29,0.33,0.30,0.08,0.34,0.19,0.27,0.18,0.24,0.22,0.22,0.29,0.25,0.35,0.29,0.34,0.20,0.25,0.29,0.36,0.30,0.36,0.23,0.33,0.16,0.25,0.15,0.19,0.14,0.35
SANG,Sangoma Technologies Corp,Information Technology,Communications & Networking,0.10,0.24,0.26,0.30,0.18,0.23,0.18,0.24,0.13,0.12,0.01,0.14,0.07,0.10,0.07,0.11,0.21,0.04,0.20,0.19,0.30,0.17,0.09,0.09,0.07,0.21,0.06,0.09,-0.05,0.19,0.03,0.17,-0.10,-0.04,0.03,0.20,0.16,0.14,0.09,-0.09,-0.04,0.04,0.11,-0.02,0.13,0.24,0.21,0.26,0.05,0.16,0.19,0.20,0.20,0.12,0.15,0.21,0.02,0.20,0.26,0.20,0.04,0.26,0.08,0.27,0.15,0.14,-0.01,0.22,0.16,0.15,0.21,0.20,0.32,0.26,0.23,0.20,0.14,0.15,0.14,0.15,-0.07,0.04,0.27,0.03,-0.04,0.16,0.00,0.10,0.17,0.13,0.16,0.09,0.11,0.26,0.00,0.07,0.04,0.21,-0.04,0.15,0.10,0.26,0.26,0.20,0.24,0.30,0.19,0.30,0.27,0.21,0.25,0.23,0.26,0.13,0.25,0.13,0.28,0.11,0.16,0.25,0.26,0.27,0.25,0.26,0.34,0.30,0.18,0.25,0.16,0.19,0.13,0.19,0.27,0.28,0.20,0.33,0.26,0.23,0.20,0.25,0.20,0.20,0.21,0.19,0.21,0.19,0.27,0.19,0.21,0.23,0.11,0.25,0.25,0.26,0.26,0.21,0.25,0.31,0.24,0.29,0.11,0.27,0.16,0.28,0.17,0.23,0.23,0.20,0.11,0.18,0.15,0.27,0.26,0.22,0.20,0.20,0.26,0.22,0.28,0.26,0.24,0.17,0.27,0.13,0.21,0.10,0.28
SILC,Silicom Ltd,Information Technology,Communications & Networking,0.18,0.16,0.14,0.11,0.20,0.14,0.16,0.13,0.21,-0.03,-0.03,-0.02,-0.03,-0.03,-0.01,0.22,0.11,0.05,0.00,0.12,0.09,0.06,-0.02,0.01,0.04,0.06,0.10,0.05,0.07,0.12,-0.02,0.06,0.02,-0.03,-0.12,0.18,0.12,0.19,0.04,0.16,0.19,0.07,0.05,-0.02,0.23,0.09,0.11,0.12,0.12,0.14,0.06,0.15,0.18,0.20,0.10,0.22,0.03,0.14,0.16,0.08,0.10,0.14,0.00,0.00,0.19,0.14,0.18,0.11,0.10,0.14,0.13,0.13,0.13,0.13,0.08,0.12,0.14,0.16,0.22,0.07,0.10,0.26,0.14,0.11,0.13,0.11,0.05,0.00,0.15,0.16,0.13,0.12,0.22,0.07,0.06,0.04,0.09,0.11,0.06,0.11,0.06,0.14,0.14,0.17,0.08,0.11,0.19,0.13,0.13,0.09,0.10,0.09,0.07,0.17,0.09,0.07,0.08,0.18,0.16,0.08,0.06,0.12,0.09,0.16,0.17,0.12,0.17,0.13,0.09,0.09,0.16,0.16,0.07,0.09,0.08,0.12,0.09,0.11,0.09,0.14,0.14,0.14,0.18,0.24,0.15,0.10,0.18,0.07,0.14,0.16,0.13,0.06,0.22,0.06,0.11,0.11,0.12,0.11,0.19,0.11,0.09,0.17,0.07,0.13,0.07,0.11,0.06,0.08,0.09,0.19,0.18,0.10,0.12,0.16,0.06,0.11,0.12,0.04,0.11,0.18,0.17,0.14,0.11,0.02,0.07,0.13,0.15
DBD,Diebold Nixdorf Inc,Information Technology,"Computers, Phones & Household Electronics",0.16,0.26,0.32,0.33,0.24,0.30,0.27,0.31,0.19,0.16,0.11,0.17,0.13,0.14,0.13,0.15,0.33,0.09,0.21,0.32,0.29,0.20,0.18,0.20,0.14,0.29,0.27,0.15,0.07,0.21,0.13,0.23,-0.13,-0.15,-0.11,0.33,0.26,0.29,0.11,-0.07,-0.04,-0.03,0.29,-0.13,0.15,0.23,0.24,0.28,0.17,0.20,0.22,0.30,0.20,0.20,0.26,0.35,0.17,0.05,0.27,0.19,0.04,0.25,0.08,0.30,0.18,0.21,0.04,0.23,0.21,0.31,0.22,0.22,0.32,0.35,0.15,0.32,0.23,0.23,0.15,0.19,0.12,0.12,0.33,0.22,0.26,0.17,0.00,0.11,0.20,0.18,0.27,-0.03,0.15,0.28,-0.01,0.08,0.01,0.24,0.18,0.18,0.15,0.27,0.28,0.21,0.10,0.30,0.23,0.34,0.27,0.25,0.26,0.20,0.28,0.26,0.26,0.23,0.27,0.14,0.19,0.16,0.35,0.30,0.30,0.29,0.25,0.35,0.28,0.25,0.18,0.30,-0.01,0.25,0.25,0.21,0.17,0.29,0.29,0.13,0.24,0.29,0.16,0.18,0.28,0.25,0.27,0.16,0.18,0.26,0.27,0.32,0.17,0.21,0.23,0.25,0.23,0.23,0.22,0.29,0.27,0.33,0.20,0.28,0.18,0.24,0.10,0.23,0.07,0.16,0.25,0.19,0.20,0.30,0.24,0.19,0.23,0.23,0.25,0.27,0.23,0.36,0.25,0.27,0.31,0.11,0.25,0.10,0.29
DELL,Dell Technologies Inc,Information Technology,"Computers, Phones & Household Electronics",0.31,0.20,0.22,0.16,0.29,0.23,0.24,0.21,0.31,0.00,-0.13,0.00,-0.04,-0.02,-0.07,0.34,0.11,0.13,0.05,0.19,0.13,0.04,0.00,0.12,0.21,0.11,0.24,0.22,0.00,0.17,0.07,0.20,-0.01,-0.03,-0.15,0.26,0.19,0.21,0.08,0.03,0.15,-0.05,0.04,-0.02,0.14,0.18,0.10,0.13,0.39,0.34,0.02,0.12,0.21,0.16,0.33,0.15,0.03,0.17,0.08,0.21,0.12,0.13,0.09,0.15,0.19,0.19,-0.01,0.26,0.25,0.24,0.15,0.34,0.15,0.25,0.04,0.18,0.24,0.36,0.10,0.22,0.24,0.19,0.18,0.03,0.08,-0.03,0.00,0.11,0.21,0.20,0.17,0.03,0.34,0.12,0.14,-0.02,-0.06,0.10,0.26,0.26,0.17,0.13,0.17,0.03,0.20,0.10,0.16,0.18,0.25,0.21,0.11,0.02,0.09,0.06,0.15,0.06,0.03,0.04,0.16,0.16,0.21,0.18,0.14,0.18,0.17,0.24,0.29,0.17,0.01,0.05,0.16,0.20,0.07,0.08,0.01,0.16,0.23,0.23,0.17,0.16,0.00,0.03,0.19,0.14,0.09,0.08,0.10,0.07,0.20,0.20,0.01,0.07,0.04,0.13,0.13,0.15,0.19,0.07,0.14,0.16,0.16,0.08,0.23,0.15,-0.05,0.06,0.18,0.14,0.04,0.09,0.18,0.14,0.17,0.05,0.07,0.32,0.18,0.14,0.14,0.50,0.12,0.05,0.21,0.08,0.01,0.08,0.18
HEAR,Turtle Beach Corp,Information Technology,"Computers, Phones & Household Electronics",0.25,0.20,0.27,0.25,0.26,0.26,0.26,0.25,0.24,0.09,0.06,0.09,0.08,0.09,0.08,0.22,0.27,0.08,0.07,0.26,0.28,0.17,0.10,0.10,0.11,0.21,0.16,0.12,0.11,0.13,0.05,0.26,-0.14,-0.13,-0.16,0.28,0.25,0.20,0.10,-0.07,-0.04,0.00,0.21,-0.10,0.10,0.21,0.26,0.17,0.15,0.19,0.17,0.24,0.17,0.21,0.22,0.26,0.08,0.06,0.18,0.19,0.19,0.25,0.08,0.21,0.22,0.22,-0.02,0.21,0.22,0.30,0.19,0.25,0.27,0.28,0.09,0.26,0.13,0.24,0.14,0.25,0.15,0.09,0.24,0.15,0.09,0.09,0.08,0.06,0.16,0.16,0.24,0.07,0.22,0.25,0.03,0.05,0.08,0.26,0.11,0.18,0.16,0.29,0.26,0.15,0.18,0.21,0.21,0.31,0.29,0.25,0.23,0.16,0.26,0.21,0.24,0.16,0.17,0.12,0.17,0.22,0.27,0.21,0.25,0.32,0.23,0.28,0.33,0.22,0.09,0.21,0.07,0.25,0.22,0.23,0.13,0.28,0.28,0.21,0.25,0.30,0.17,0.12,0.24,0.20,0.22,0.15,0.27,0.19,0.27,0.25,0.07,0.19,0.31,0.24,0.17,0.26,0.26,0.23,0.26,0.31,0.05,0.29,0.22,0.19,0.07,0.23,0.15,0.11,0.17,0.11,0.19,0.31,0.24,0.19,0.16,0.24,0.29,0.19,0.24,0.41,0.19,0.20,0.31,0.17,0.17,0.13,0.27
LOGI,Logitech International SA,Information Technology,"Computers, Phones & Household Electronics",0.33,0.25,0.31,0.24,0.33,0.31,0.35,0.29,0.32,0.17,0.08,0.19,0.12,0.15,0.10,0.32,0.27,0.22,0.18,0.26,0.19,0.26,0.22,0.21,0.20,0.24,0.20,0.19,0.06,0.20,0.05,0.28,-0.11,-0.03,-0.23,0.35,0.26,0.30,0.06,-0.04,0.06,-0.03,0.10,-0.02,0.14,0.23,0.18,0.23,0.29,0.30,0.27,0.31,0.20,0.21,0.30,0.30,0.18,0.09,0.21,0.27,0.05,0.30,0.02,0.20,0.23,0.29,0.08,0.35,0.34,0.32,0.21,0.33,0.21,0.29,0.15,0.24,0.25,0.35,0.23,0.24,0.15,0.19,0.30,0.22,0.20,0.12,0.00,0.02,0.30,0.22,0.25,0.11,0.32,0.18,-0.18,0.04,-0.03,0.18,0.17,0.18,0.22,0.23,0.22,0.20,0.10,0.19,0.22,0.24,0.31,0.21,0.21,0.15,0.21,0.19,0.15,0.07,0.12,0.19,0.19,0.23,0.28,0.28,0.20,0.25,0.23,0.26,0.27,0.20,0.16,0.28,0.12,0.23,0.16,0.14,0.14,0.18,0.26,0.10,0.25,0.26,0.14,0.10,0.19,0.24,0.23,0.15,0.19,0.21,0.24,0.26,0.10,0.18,0.27,0.21,0.23,0.22,0.30,0.16,0.24,0.21,0.17,0.20,0.17,0.22,0.10,0.15,0.10,0.19,0.10,0.25,0.20,0.24,0.26,0.14,0.13,0.26,0.32,0.18,0.18,0.37,0.20,0.08,0.21,0.01,0.12,0.18,0.25
NLST,Netlist Inc,Information Technology,"Computers, Phones & Household Electronics",0.09,0.09,0.02,0.03,0.09,0.04,0.05,0.03,0.10,-0.09,0.02,-0.10,-0.05,-0.07,-0.02,0.08,-0.01,0.09,-0.06,0.03,0.03,-0.05,-0.07,0.02,0.04,0.07,-0.09,0.05,0.04,0.05,-0.02,-0.02,0.06,0.07,-0.13,0.05,0.03,0.14,-0.03,0.04,0.00,0.07,0.06,0.06,0.04,0.08,0.04,0.09,0.02,0.05,-0.05,0.04,0.12,0.05,0.01,0.09,0.06,0.07,0.06,0.10,0.06,0.02,0.04,0.01,0.06,0.05,0.13,0.07,0.05,0.06,0.13,0.07,0.00,0.02,0.04,0.01,0.09,0.07,0.01,0.05,-0.04,0.14,0.01,-0.01,-0.03,-0.01,0.08,-0.08,0.03,0.01,0.04,-0.01,0.08,0.04,-0.03,0.27,-0.03,0.04,-0.03,-0.03,0.00,0.05,0.01,0.07,0.03,0.05,0.01,0.04,0.07,-0.03,0.02,-0.01,0.06,0.03,0.03,-0.08,0.05,0.01,0.03,0.05,-0.02,0.06,0.00,0.05,0.09,0.01,-0.04,0.06,0.12,0.01,0.00,0.01,0.01,0.08,0.01,0.02,0.12,0.04,0.05,-0.01,0.08,-0.03,0.05,-0.03,0.00,0.02,-0.04,0.07,0.02,-0.05,0.03,0.01,0.04,0.00,0.01,0.00,0.08,0.00,-0.01,0.04,0.02,0.07,-0.05,0.06,-0.02,0.00,0.02,0.01,0.05,0.04,0.04,0.06,0.02,0.02,-0.01,0.01,0.07,0.04,0.03,-0.02,0.04,0.04,0.02,0.02,-0.05,-0.03,0.03
